"product_id","product_name","category","cost_price","sale_price","brand","description","image_url","transaction_date","customer_type","country","discount_band","units_sold","revenue","total_cost","month","year","month-2","discount_band-2","discount","discount_revenue"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-01-04","Enterprise","United States of America"," High ",35,"6965.00","6090.00","April","2023","April","high",15,"5920.2500000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-04","Enterprise","France"," High ",21,"4179.00","3654.00","April","2022","April","high",15,"3552.1500000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-04","Government","Canada"," High ",7,"1183.00","826.00","April","2023","April","high",15,"1005.5500000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-04","Government","Mexico"," High ",25,"4225.00","2950.00","April","2023","April","high",15,"3591.2500000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-04","Education","Canada"," High ",16,"2704.00","1888.00","April","2023","April","high",15,"2298.4000000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-08","Enterprise","France"," High ",17,"3383.00","2958.00","August","2022","August","high",17,"2807.8900000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-08","Enterprise","United States of America"," High ",5,"995.00","450.00","August","2022","August","high",17,"825.8500000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-08","Government","France"," High ",8,"1112.00","776.00","August","2022","August","high",17,"922.9600000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-08","Enterprise","Mexico"," High ",29,"5771.00","5046.00","August","2022","August","high",17,"4789.9300000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-08","Creator","United States of America"," High ",24,"3576.00","2496.00","August","2022","August","high",17,"2968.0800000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-08","Creator","Germany"," High ",26,"3874.00","2704.00","August","2022","August","high",17,"3215.4200000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-01-08","Education","Mexico"," High ",2,"338.00","236.00","August","2022","August","high",17,"280.5400000000000000000000"
"RR10020","NT1-A","Condenser Microphone","160.00","229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-08","Small Business","France"," High ",0,"0.00","0.00","August","2022","August","high",17,"0.0000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-08","Government","Germany"," High ",20,"2780.00","1940.00","August","2022","August","high",17,"2307.4000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-01-08","Creator","Germany"," High ",26,"3874.00","2704.00","August","2023","August","high",17,"3215.4200000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-08","Government","Canada"," High ",24,"4056.00","2832.00","August","2023","August","high",17,"3366.4800000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-08","Education","Mexico"," High ",20,"3380.00","2360.00","August","2023","August","high",17,"2805.4000000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-08","Government","France"," High ",27,"4563.00","3186.00","August","2023","August","high",17,"3787.2900000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-08","Small Business","United States of America"," High ",25,"3475.00","2425.00","August","2023","August","high",17,"2884.2500000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-08","Enterprise","Canada"," High ",0,"0.00","0.00","August","2022","August","high",17,"0.0000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-01-08","Creator","France"," High ",25,"3725.00","2600.00","August","2023","August","high",17,"3091.7500000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-01-08","Enterprise","France"," High ",12,"2388.00","2088.00","August","2023","August","high",17,"1982.0400000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-01-08","Enterprise","Germany"," High ",28,"5572.00","4872.00","August","2023","August","high",17,"4624.7600000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-08","Government","United States of America"," High ",28,"3892.00","2716.00","August","2023","August","high",17,"3230.3600000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-08","Education","Canada"," High ",26,"4394.00","3068.00","August","2023","August","high",17,"3647.0200000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-12","Creator","United States of America"," High ",9,"1521.00","1062.00","December","2023","December","high",20,"1216.8000000000000000000000"
"RR10020","NT1-A","Condenser Microphone","160.00","229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-12","Small Business","France"," High ",12,"2748.00","1920.00","December","2022","December","high",20,"2198.4000000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-01-12","Education","Mexico"," High ",4,"676.00","472.00","December","2022","December","high",20,"540.8000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-12","Creator","Germany"," High ",18,"2682.00","1872.00","December","2022","December","high",20,"2145.6000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-12","Creator","United States of America"," High ",20,"2980.00","2080.00","December","2022","December","high",20,"2384.0000000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-12","Enterprise","Mexico"," High ",28,"5572.00","4872.00","December","2022","December","high",20,"4457.6000000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-12","Enterprise","France"," High ",15,"2985.00","2610.00","December","2022","December","high",20,"2388.0000000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-12","Enterprise","Canada"," High ",19,"3781.00","1710.00","December","2022","December","high",20,"3024.8000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-12","Government","Germany"," High ",19,"2641.00","1843.00","December","2022","December","high",20,"2112.8000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-12","Government","France"," High ",13,"1807.00","1261.00","December","2022","December","high",20,"1445.6000000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-12","Enterprise","United States of America"," High ",24,"4776.00","2160.00","December","2022","December","high",20,"3820.8000000000000000000000"
"RR10020","NT1-A","Condenser Microphone","160.00","229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-01-12","Education","France"," High ",21,"4809.00","3360.00","December","2023","December","high",20,"3847.2000000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-01-12","Small Business","France"," High ",9,"1791.00","810.00","December","2023","December","high",20,"1432.8000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-01-12","Education","France"," High ",21,"3129.00","2184.00","December","2023","December","high",20,"2503.2000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-01-12","Small Business","France"," High ",9,"1341.00","936.00","December","2023","December","high",20,"1072.8000000000000000000000"
"RR10020","NT1-A","Condenser Microphone","160.00","229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-01-12","Education","Mexico"," High ",22,"5038.00","3520.00","December","2023","December","high",20,"4030.4000000000000000000000"
"AR1200","Arctis 7P+","Wireless Gaming Headset","104.00","149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-01-12","Education","Mexico"," High ",22,"3278.00","2288.00","December","2023","December","high",20,"2622.4000000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-12","Government","Mexico"," High ",12,"2028.00","1416.00","December","2023","December","high",20,"1622.4000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-12","Government","Mexico"," High ",12,"1668.00","1164.00","December","2023","December","high",20,"1334.4000000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-12","Government","Germany"," High ",15,"2535.00","1770.00","December","2023","December","high",20,"2028.0000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-12","Government","Germany"," High ",15,"2085.00","1455.00","December","2023","December","high",20,"1668.0000000000000000000000"
"FR10021","Scarlett 2i2","Audio Interface","118.00","169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, its a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-12","Creator","Germany"," High ",10,"1690.00","1180.00","December","2023","December","high",20,"1352.0000000000000000000000"
"PS10022","AudioBox USB 96 Studio","Recording Bundle","90.00","199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-01-12","Creator","Germany"," High ",10,"1990.00","900.00","December","2023","December","high",20,"1592.0000000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-01-12","Government","Germany"," High ",3,"597.00","522.00","December","2023","December","high",20,"477.6000000000000000000000"
"HY1004","QuadCast S","Streaming Microphone","97.00","139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-12","Government","Germany"," High ",3,"417.00","291.00","December","2023","December","high",20,"333.6000000000000000000000"
"SR1001","MV7","Dynamic Microphone","174.00","199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-01-12","Education","Canada"," High ",23,"4577.00","4002.00","December","2023","December","high",20,"3661.6000000000000000000000"
